"","x1","x2","y"
"1",3.26545486343093,"0",1
"2",0.561532776337117,"1",0
"3",2.96746868174523,"0",1
"4",2.39750724751502,"0",1
"5",1.66708572418429,"0",1
"6",1.43161336891353,"1",0
"7",1.45934457657859,"0",0
"8",0.504847600823268,"1",0
"9",0.465210913680494,"1",0
"10",1.44376559881493,"0",0
"11",3.76210298156366,"0",1
"12",4.5950087136589,"1",1
"13",4.92360658012331,"0",1
"14",1.39029912417755,"1",0
"15",1.692300143186,"1",0
"16",0.253425022820011,"1",0
"17",0.436700563877821,"0",0
"18",1.68668428668752,"1",0
"19",1.25519069260918,"1",0
"20",1.81418761960231,"0",0
"21",3.71063740109093,"0",1
"22",3.53321668691933,"1",1
"23",3.89866409706883,"0",1
"24",2.0062428957317,"0",1
"25",4.98140842071734,"0",1
"26",1.65503737749532,"1",0
"27",0.426037575816736,"0",0
"28",4.27233823575079,"1",1
"29",2.61514877667651,"1",1
"30",4.98517231317237,"1",1
"31",2.10943676531315,"1",1
"32",1.14314634352922,"0",1
"33",0.517806025454774,"0",0
"34",4.49440421769395,"0",1
"35",1.26921907882206,"0",1
"36",2.06677772221155,"0",1
"37",0.456861073616892,"0",0
"38",4.0598267421592,"1",1
"39",3.04617092013359,"0",1
"40",2.72750897333026,"1",1
"41",4.3057868105825,"0",1
"42",1.44577625673264,"1",0
"43",0.251102996990085,"0",0
"44",1.29633652046323,"1",0
"45",1.61885371315293,"0",1
"46",2.83935297396965,"1",1
"47",4.64007926057093,"1",1
"48",3.88200632994995,"0",1
"49",0.236048329388723,"0",0
"50",4.75428532809019,"1",1
